"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 12, 2017","1.8954","1.8996","1.9092","1.8911","-","-0.28%"
"Apr 11, 2017","1.9007","1.8731","1.9028","1.8561","-","7.03%"
"Apr 10, 2017","1.7758","1.7517","1.7758","1.7517","-","1.26%"
"Apr 07, 2017","1.7537","1.7527","1.7567","1.7376","-","0.06%"
"Apr 06, 2017","1.7527","1.7797","1.7810","1.7466","-","-1.48%"
"Apr 05, 2017","1.7790","1.7749","1.7815","1.7616","-","0.61%"
"Apr 04, 2017","1.7683","1.7767","1.7878","1.7670","-","-0.14%"
"Apr 03, 2017","1.7708","1.7822","1.7957","1.7688","-","0.29%"
"Mar 31, 2017","1.7657","1.7481","1.7822","1.7284","-","1.31%"
"Mar 30, 2017","1.7429","1.7574","1.7605","1.7367","-","-1.06%"
"Mar 29, 2017","1.7615","1.7698","1.7698","1.7501","-","0.23%"
"Mar 28, 2017","1.7574","1.7450","1.7615","1.7450","-","0.89%"
"Mar 27, 2017","1.7419","1.7481","1.7563","1.7315","-","-0.94%"
"Mar 24, 2017","1.7584","1.7491","1.7636","1.7491","-","0.89%"
"Mar 23, 2017","1.7429","1.7491","1.7574","1.7388","-","-0.30%"
"Mar 22, 2017","1.7481","1.7553","1.7657","1.7470","-","-1.00%"
"Mar 21, 2017","1.7657","1.7729","1.7781","1.7512","-","-0.87%"
"Mar 20, 2017","1.7812","1.8184","1.8184","1.7760","-","-1.37%"
"Mar 17, 2017","1.8060","1.8050","1.8112","1.7936","-","0.06%"
"Mar 16, 2017","1.8050","1.8143","1.8195","1.7988","-","0.00%"
"Mar 15, 2017","1.8050","1.8081","1.8081","1.7936","-","1.28%"
"Mar 14, 2017","1.7822","1.7802","1.7967","1.7739","-","0.00%"
"Mar 13, 2017","1.7822","1.8102","1.8112","1.7802","-","-2.27%"
"Mar 10, 2017","1.8236","1.8340","1.8433","1.8195","-","-0.79%"
"Mar 09, 2017","1.8381","1.8433","1.8661","1.8319","-","-5.15%"
"Mar 08, 2017","1.9378","1.9638","1.9703","1.9324","-","-2.08%"
"Mar 07, 2017","1.9790","1.9833","1.9866","1.9541","-","-0.44%"
"Mar 06, 2017","1.9877","1.9920","2.0039","1.9801","-","1.10%"
"Mar 03, 2017","1.9660","1.9465","1.9747","1.9432","-","0.17%"
"Mar 02, 2017","1.9627","1.9768","1.9844","1.9519","-","-0.93%"
"Mar 01, 2017","1.9812","1.9573","1.9823","1.9432","-","2.99%"
"Feb 28, 2017","1.9237","1.9075","1.9682","1.9075","-","1.14%"
"Feb 27, 2017","1.9021","1.9302","1.9324","1.8988","-","-2.06%"
"Feb 24, 2017","1.9422","1.9595","1.9617","1.9324","-","-1.21%"
"Feb 23, 2017","1.9660","1.9758","1.9877","1.9595","-","-0.55%"
"Feb 22, 2017","1.9768","1.9606","1.9844","1.9508","-","1.39%"
"Feb 21, 2017","1.9497","1.9671","1.9682","1.9476","-","-1.27%"
"Feb 17, 2017","1.9747","1.9812","1.9974","1.9736","-","-1.25%"
"Feb 16, 2017","1.9996","2.0267","2.0679","1.9974","-","-1.49%"
"Feb 15, 2017","2.0299","1.9974","2.0299","1.9942","-","1.02%"
"Feb 14, 2017","2.0094","2.0028","2.0148","1.9953","-","-0.75%"
"Feb 13, 2017","2.0245","1.9974","2.0364","1.9877","-","0.86%"
"Feb 10, 2017","2.0072","1.9703","2.0104","1.9671","-","1.70%"
"Feb 09, 2017","1.9736","1.9151","1.9736","1.9107","-","2.27%"
"Feb 08, 2017","1.9298","1.9222","1.9309","1.9102","-","0.23%"
"Feb 07, 2017","1.9254","1.8906","1.9254","1.8830","-","1.60%"
"Feb 06, 2017","1.8950","1.9279","1.9350","1.8950","-","-1.72%"
"Feb 03, 2017","1.9281","1.9309","1.9508","1.9259","-","-0.94%"
"Feb 02, 2017","1.9464","1.9391","1.9597","1.9294","-","0.19%"
"Feb 01, 2017","1.9427","1.8711","1.9439","1.8700","-","3.09%"
"Jan 31, 2017","1.8845","1.8588","1.8856","1.8509","-","1.63%"
"Jan 30, 2017","1.8543","1.8677","1.8677","1.8498","-","-1.55%"
"Jan 27, 2017","1.8834","1.9092","1.9136","1.8789","-","-1.52%"
"Jan 26, 2017","1.9125","1.8946","1.9259","1.8890","-","0.59%"
"Jan 25, 2017","1.9013","1.9002","1.9192","1.8957","-","-0.53%"
"Jan 24, 2017","1.9114","1.9405","1.9416","1.9092","-","-1.50%"
"Jan 23, 2017","1.9405","1.9181","1.9405","1.9170","-","1.17%"
"Jan 20, 2017","1.9181","1.8935","1.9203","1.8912","-","1.12%"
"Jan 19, 2017","1.8968","1.9248","1.9248","1.8957","-","-1.74%"
"Jan 18, 2017","1.9304","1.9427","1.9427","1.9203","-","-0.58%"
"Jan 17, 2017","1.9416","1.9170","1.9595","1.9170","-","1.76%"
"Jan 13, 2017","1.9080","1.9047","1.9092","1.8778","-","-0.06%"
"Jan 12, 2017","1.9092","1.8677","1.9248","1.8655","-","1.79%"
"Jan 11, 2017","1.8756","1.8957","1.8991","1.8453","-","-6.26%"
"Jan 10, 2017","2.0009","1.9868","2.0020","1.9856","-","-0.11%"
"Jan 09, 2017","2.0032","2.0044","2.0079","1.9751","-","0.94%"
"Jan 06, 2017","1.9845","1.9997","2.0067","1.9786","-","-0.70%"
"Jan 05, 2017","1.9985","1.9598","2.0020","1.9587","-","1.85%"
"Jan 04, 2017","1.9622","1.9012","1.9634","1.9012","-","2.95%"
"Jan 03, 2017","1.9059","1.9141","1.9399","1.9036","-","-0.37%"
"Dec 30, 2016","1.9130","1.9024","1.9188","1.8965","-","0.81%"
"Dec 29, 2016","1.8977","1.8965","1.9071","1.8919","-","0.81%"
"Dec 28, 2016","1.8825","1.9012","1.9200","1.8778","-","-1.95%"
"Dec 27, 2016","1.9200","1.8708","1.9270","1.8708","-","4.07%"
"Dec 23, 2016","1.8450","1.8602","1.8625","1.8426","-","-0.88%"
"Dec 22, 2016","1.8614","1.8719","1.8754","1.8590","-","-0.62%"
"Dec 21, 2016","1.8731","1.8836","1.8919","1.8719","-","-0.93%"
"Dec 20, 2016","1.8907","1.8930","1.9118","1.8778","-","-0.43%"
"Dec 19, 2016","1.8989","1.9235","1.9317","1.8895","-","-1.04%"
"Dec 16, 2016","1.9188","1.9130","1.9235","1.8977","-","0.00%"
"Dec 15, 2016","1.9188","1.9458","1.9516","1.9153","-","-2.09%"
"Dec 14, 2016","1.9598","1.9411","1.9610","1.9364","-","0.12%"
"Dec 13, 2016","1.9575","1.9481","1.9716","1.9458","-","0.06%"
"Dec 12, 2016","1.9563","1.9212","1.9563","1.9153","-","0.24%"
"Dec 09, 2016","1.9516","1.9106","1.9528","1.8942","-","12.51%"
"Dec 08, 2016","1.7346","1.7325","1.7378","1.7144","-","1.81%"
"Dec 07, 2016","1.7038","1.7166","1.7240","1.6974","-","-1.41%"
"Dec 06, 2016","1.7282","1.7378","1.7548","1.7272","-","-0.37%"
"Dec 05, 2016","1.7346","1.7272","1.7420","1.7197","-","0.99%"
"Dec 02, 2016","1.7176","1.6974","1.7176","1.6857","-","2.21%"
"Dec 01, 2016","1.6804","1.7144","1.7187","1.6709","-","-1.80%"
"Nov 30, 2016","1.7112","1.7569","1.7580","1.7102","-","-1.47%"
"Nov 29, 2016","1.7367","1.7580","1.7654","1.7325","-","-1.86%"
"Nov 28, 2016","1.7697","1.7718","1.7803","1.7601","-","-0.71%"
"Nov 25, 2016","1.7824","1.8005","1.8132","1.7803","-","-1.01%"
"Nov 23, 2016","1.8005","1.7983","1.8047","1.7750","-","-0.82%"
"Nov 22, 2016","1.8153","1.8047","1.8249","1.8015","-","0.06%"
"Nov 21, 2016","1.8143","1.8121","1.8217","1.7909","-","0.42%"
"Nov 18, 2016","1.8068","1.7728","1.8153","1.7728","-","1.25%"
"Nov 17, 2016","1.7845","1.7718","1.7962","1.7612","-","1.39%"
"Nov 16, 2016","1.7601","1.7782","1.7845","1.7590","-","-1.07%"
"Nov 15, 2016","1.7792","1.7601","1.7867","1.7580","-","1.51%"
"Nov 14, 2016","1.7527","1.7707","1.7771","1.7495","-","-2.13%"
"Nov 11, 2016","1.7909","1.7952","1.8058","1.7813","-","-0.30%"
"Nov 10, 2016","1.7962","1.8228","1.8238","1.7824","-","-0.42%"
"Nov 09, 2016","1.8037","1.8175","1.8387","1.7909","-","-7.69%"
"Nov 08, 2016","1.9540","1.9393","1.9710","1.9348","-","0.99%"
"Nov 07, 2016","1.9348","1.9574","1.9586","1.9179","-","-0.98%"
"Nov 04, 2016","1.9540","1.9475","1.9575","1.9386","-","0.52%"
"Nov 03, 2016","1.9438","1.9611","1.9778","1.9322","-","-1.23%"
"Nov 02, 2016","1.9680","1.9563","1.9797","1.9421","-","0.80%"
"Nov 01, 2016","1.9523","1.9511","1.9699","1.9369","-","-0.48%"
"Oct 31, 2016","1.9617","1.9299","1.9629","1.9287","-","1.90%"
"Oct 28, 2016","1.9252","1.9476","1.9511","1.9205","-","-1.44%"
"Oct 27, 2016","1.9534","1.9593","1.9723","1.9405","-","0.73%"
"Oct 26, 2016","1.9393","1.9169","1.9511","1.8992","-","1.80%"
"Oct 25, 2016","1.9051","1.9004","1.9157","1.8792","-","0.43%"
"Oct 24, 2016","1.8969","1.9499","1.9534","1.8886","-","-2.89%"
"Oct 21, 2016","1.9534","1.9664","1.9699","1.9476","-","-0.60%"
"Oct 20, 2016","1.9652","1.9841","1.9911","1.9570","-","-0.77%"
"Oct 19, 2016","1.9805","1.9664","1.9900","1.9476","-","0.06%"
"Oct 18, 2016","1.9794","1.9817","1.9994","1.9723","-","-0.88%"
"Oct 17, 2016","1.9970","1.9959","2.0041","1.9629","-","0.65%"
"Oct 14, 2016","1.9841","1.9888","2.0171","1.9770","-","1.20%"
"Oct 13, 2016","1.9605","1.8839","1.9629","1.8827","-","4.85%"
"Oct 12, 2016","1.8698","1.9122","1.9487","1.8663","-","-2.58%"
"Oct 11, 2016","1.9193","1.9051","1.9252","1.8922","-","5.08%"
"Oct 10, 2016","1.8265","1.8039","1.8321","1.8016","-","2.28%"
"Oct 07, 2016","1.7858","1.7926","1.8140","1.7835","-","-0.25%"
"Oct 06, 2016","1.7903","1.8446","1.8514","1.7801","-","-2.28%"
"Oct 05, 2016","1.8321","1.7858","1.8480","1.7733","-","2.40%"
"Oct 04, 2016","1.7892","1.7846","1.8016","1.7779","-","0.00%"
"Oct 03, 2016","1.7892","1.8061","1.8107","1.7711","-","-1.62%"
"Sep 30, 2016","1.8186","1.8005","1.8265","1.7654","-","0.75%"
"Sep 29, 2016","1.8050","1.8355","1.8378","1.8005","-","-1.05%"
"Sep 28, 2016","1.8242","1.8254","1.8401","1.8186","-","-0.19%"
"Sep 27, 2016","1.8276","1.8005","1.8321","1.7835","-","2.02%"
"Sep 26, 2016","1.7914","1.8265","1.8299","1.7880","-","-2.16%"
"Sep 23, 2016","1.8310","1.8265","1.8502","1.8242","-","-0.19%"
"Sep 22, 2016","1.8344","1.8435","1.8604","1.8287","-","-0.55%"
"Sep 21, 2016","1.8446","1.8254","1.8502","1.8197","-","0.43%"
"Sep 20, 2016","1.8367","1.8321","1.8536","1.8299","-","0.50%"
"Sep 19, 2016","1.8276","1.8367","1.8502","1.8084","-","0.19%"
"Sep 16, 2016","1.8242","1.8039","1.8299","1.7880","-","0.94%"
"Sep 15, 2016","1.8073","1.8287","1.8401","1.8005","-","-0.87%"
"Sep 14, 2016","1.8231","1.8140","1.8287","1.7869","-","0.50%"
"Sep 13, 2016","1.8140","1.8344","1.8401","1.8050","-","-2.02%"
"Sep 12, 2016","1.8514","1.8208","1.8536","1.8163","-","10.13%"
"Sep 09, 2016","1.6811","1.6800","1.6821","1.6540","-","-0.61%"
"Sep 08, 2016","1.6915","1.6780","1.6946","1.6592","-","0.80%"
"Sep 07, 2016","1.6780","1.6634","1.6873","1.6634","-","1.07%"
"Sep 06, 2016","1.6603","1.6467","1.6769","1.6457","-","-0.19%"
"Sep 02, 2016","1.6634","1.6551","1.6717","1.6488","-","1.14%"
"Sep 01, 2016","1.6446","1.6405","1.6540","1.6280","-","1.67%"
"Aug 31, 2016","1.6176","1.6332","1.6488","1.6123","-","-1.02%"
"Aug 30, 2016","1.6342","1.6603","1.6675","1.6311","-","-1.20%"
"Aug 29, 2016","1.6540","1.6686","1.6728","1.6467","-","-2.58%"
"Aug 26, 2016","1.6978","1.7655","1.7675","1.6873","-","-3.83%"
"Aug 25, 2016","1.7655","1.7832","1.7905","1.7623","-","-0.59%"
"Aug 24, 2016","1.7759","1.7675","1.7884","1.7675","-","-0.29%"
"Aug 23, 2016","1.7811","1.7988","1.8030","1.7790","-","-1.78%"
"Aug 22, 2016","1.8134","1.8352","1.8373","1.8102","-","-2.13%"
